IDATid,Sample_ID,SentrixBarcode_A,SentrixPosition_A,File_ID,SNPid,SAMPLE_ID,INVENTORY_SAMPLE_NAME,SampleType,Plate,GreenIDAT,RedIDAT
5495348048_R02C01,Unk1,5495348048,R02C01,_ega-box-147_5495348048_R02C01,WG0100384.DNAB02,603258,LXFL529,CellLine,WG0100384,5495348048_R02C01_Grn.idat,5495348048_R02C01_Red.idat
5495348048_R04C01,Unk2,5495348048,R04C01,_ega-box-147_5495348048_R04C01,WG0100384.DNAC02,603271,NCI-H1155,CellLine,WG0100384,5495348048_R04C01_Grn.idat,5495348048_R04C01_Red.idat
5636622001_R02C01,Unk3,5636622001,R02C01,_ega-box-147_5636622001_R02C01,WG0100384.DNAB10,603267,NCI-H358,CellLine,WG0100384,5636622001_R02C01_Grn.idat,5636622001_R02C01_Red.idat
5636622018_R01C01,Unk4,5636622018,R01C01,_ega-box-147_5636622018_R01C01,WG0100384.DNAB11,603261,NCI-H650,CellLine,WG0100384,5636622018_R01C01_Grn.idat,5636622018_R01C01_Red.idat
5636622018_R02C01,Unk5,5636622018,R02C01,_ega-box-147_5636622018_R02C01,WG0100384.DNAB12,603259,H322T,CellLine,WG0100384,5636622018_R02C01_Grn.idat,5636622018_R02C01_Red.idat
5636622199_R04C01,Unk6,5636622199,R04C01,_ega-box-147_5636622199_R04C01,WG0100384.DNAC08,603272,NCI-H2073,CellLine,WG0100384,5636622199_R04C01_Grn.idat,5636622199_R04C01_Red.idat
5636622201_R01C01,Unk7,5636622201,R01C01,_ega-box-147_5636622201_R01C01,WG0100384.DNAB05,603265,NCI-H1299,CellLine,WG0100384,5636622201_R01C01_Grn.idat,5636622201_R01C01_Red.idat
5636622201_R03C01,Unk8,5636622201,R03C01,_ega-box-147_5636622201_R03C01,WG0100384.DNAC05,603268,NCI-H226,CellLine,WG0100384,5636622201_R03C01_Grn.idat,5636622201_R03C01_Red.idat
5745167002_R02C01,Unk9,5745167002,r02c01,_ega-box-147_5745167002_r02c01,WG0117620.DNAG02,587503,KM-12,CellLine,WG0117620,5745167002_r02c01_grn.idat,5745167002_r02c01_red.idat
5745167002_R04C01,Unk10,5745167002,r04c01,_ega-box-147_5745167002_r04c01,WG0117620.DNAH02,587504,LoVo,CellLine,WG0117620,5745167002_r04c01_grn.idat,5745167002_r04c01_red.idat
5745167004_R01C01,Unk11,5745167004,r01c01,_ega-box-147_5745167004_r01c01,WG0117620.DNAE11,587617,JeKo-1,CellLine,WG0117620,5745167004_r01c01_grn.idat,5745167004_r01c01_red.idat
5745167004_R02C01,Unk12,5745167004,r02c01,_ega-box-147_5745167004_r02c01,WG0117620.DNAG11,587619,KARPAS-1106P,CellLine,WG0117620,5745167004_r02c01_grn.idat,5745167004_r02c01_red.idat
5745167004_R03C01,Unk13,5745167004,r03c01,_ega-box-147_5745167004_r03c01,WG0117620.DNAF11,587618,Jiyoye,CellLine,WG0117620,5745167004_r03c01_grn.idat,5745167004_r03c01_red.idat
5745167004_R04C01,Unk14,5745167004,r04c01,_ega-box-147_5745167004_r04c01,WG0117620.DNAH11,587620,Karpas-422,CellLine,WG0117620,5745167004_r04c01_grn.idat,5745167004_r04c01_red.idat
5745167005_R01C01,Unk15,5745167005,r01c01,_ega-box-147_5745167005_r01c01,WG0117620.DNAA02,587497,DLD-1,CellLine,WG0117620,5745167005_r01c01_grn.idat,5745167005_r01c01_red.idat
5745167005_R02C01,Unk16,5745167005,r02c01,_ega-box-147_5745167005_r02c01,WG0117620.DNAC02,587499,HCT-15,CellLine,WG0117620,5745167005_r02c01_grn.idat,5745167005_r02c01_red.idat
5745167005_R04C01,Unk17,5745167005,r04c01,_ega-box-147_5745167005_r04c01,WG0117620.DNAD02,587500,HCT-8,CellLine,WG0117620,5745167005_r04c01_grn.idat,5745167005_r04c01_red.idat
5745167006_R01C01,Unk18,5745167006,r01c01,_ega-box-147_5745167006_r01c01,WG0117620.DNAA06,587536,H1573,CellLine,WG0117620,5745167006_r01c01_grn.idat,5745167006_r01c01_red.idat
5745167006_R02C01,Unk19,5745167006,r02c01,_ega-box-147_5745167006_r02c01,WG0117620.DNAC06,587538,H1792,CellLine,WG0117620,5745167006_r02c01_grn.idat,5745167006_r02c01_red.idat
5745167006_R03C01,Unk20,5745167006,r03c01,_ega-box-147_5745167006_r03c01,WG0117620.DNAB06,587537,H1693,CellLine,WG0117620,5745167006_r03c01_grn.idat,5745167006_r03c01_red.idat
5745167006_R04C01,Unk21,5745167006,r04c01,_ega-box-147_5745167006_r04c01,WG0117620.DNAD06,587541,HCC-15,CellLine,WG0117620,5745167006_r04c01_grn.idat,5745167006_r04c01_red.idat
5745167007_R01C01,Unk22,5745167007,r01c01,_ega-box-147_5745167007_r01c01,WG0117620.DNAE10,587609,EB-3,CellLine,WG0117620,5745167007_r01c01_grn.idat,5745167007_r01c01_red.idat
5745167007_R02C01,Unk23,5745167007,r02c01,_ega-box-147_5745167007_r02c01,WG0117620.DNAG10,587611,Farage,CellLine,WG0117620,5745167007_r02c01_grn.idat,5745167007_r02c01_red.idat
5745167007_R03C01,Unk24,5745167007,r03c01,_ega-box-147_5745167007_r03c01,WG0117620.DNAF10,587610,EB1,CellLine,WG0117620,5745167007_r03c01_grn.idat,5745167007_r03c01_red.idat
5745167007_R04C01,Unk25,5745167007,r04c01,_ega-box-147_5745167007_r04c01,WG0117620.DNAH10,587612,GA-10,CellLine,WG0117620,5745167007_r04c01_grn.idat,5745167007_r04c01_red.idat
5745167008_R02C01,Unk26,5745167008,r02c01,_ega-box-147_5745167008_r02c01,WG0117620.DNAC01,587491,COLO 320DM,CellLine,WG0117620,5745167008_r02c01_grn.idat,5745167008_r02c01_red.idat
5745167008_R04C01,Unk27,5745167008,r04c01,_ega-box-147_5745167008_r04c01,WG0117620.DNAD01,587492,COLO 741,CellLine,WG0117620,5745167008_r04c01_grn.idat,5745167008_r04c01_red.idat
5745167009_R02C01,Unk28,5745167009,r02c01,_ega-box-147_5745167009_r02c01,WG0117620.DNAG06,587547,KNS-62,CellLine,WG0117620,5745167009_r02c01_grn.idat,5745167009_r02c01_red.idat
5745167009_R04C01,Unk29,5745167009,r04c01,_ega-box-147_5745167009_r04c01,WG0117620.DNAH06,587551,NCI-H1048,CellLine,WG0117620,5745167009_r04c01_grn.idat,5745167009_r04c01_red.idat
5745167011_R01C01,Unk30,5745167011,r01c01,_ega-box-147_5745167011_r01c01,WG0117620.DNAA10,587605,CA46,CellLine,WG0117620,5745167011_r01c01_grn.idat,5745167011_r01c01_red.idat
5745167011_R02C01,Unk31,5745167011,r02c01,_ega-box-147_5745167011_r02c01,WG0117620.DNAC10,587607,DB,CellLine,WG0117620,5745167011_r02c01_grn.idat,5745167011_r02c01_red.idat
5745167011_R03C01,Unk32,5745167011,r03c01,_ega-box-147_5745167011_r03c01,WG0117620.DNAB10,587606,Ci-1,CellLine,WG0117620,5745167011_r03c01_grn.idat,5745167011_r03c01_red.idat
5745167011_R04C01,Unk33,5745167011,r04c01,_ega-box-147_5745167011_r04c01,WG0117620.DNAD10,587608,DOHH2,CellLine,WG0117620,5745167011_r04c01_grn.idat,5745167011_r04c01_red.idat
5745167012_R02C01,Unk34,5745167012,r02c01,_ega-box-147_5745167012_r02c01,WG0117620.DNAG12,587626,OCI-Ly10,CellLine,WG0117620,5745167012_r02c01_grn.idat,5745167012_r02c01_red.idat
5745167012_R03C01,Unk35,5745167012,r03c01,_ega-box-147_5745167012_r03c01,WG0117620.DNAF12,587625,NU-DUL-1,CellLine,WG0117620,5745167012_r03c01_grn.idat,5745167012_r03c01_red.idat
5745167012_R04C01,Unk36,5745167012,r04c01,_ega-box-147_5745167012_r04c01,WG0117620.DNAH12,587627,OCI-LY19,CellLine,WG0117620,5745167012_r04c01_grn.idat,5745167012_r04c01_red.idat
5745167013_R02C01,Unk37,5745167013,r02c01,_ega-box-147_5745167013_r02c01,WG0117620.DNAC12,587622,MHH-PREB-1,CellLine,WG0117620,5745167013_r02c01_grn.idat,5745167013_r02c01_red.idat
5745167013_R03C01,Unk38,5745167013,r03c01,_ega-box-147_5745167013_r03c01,WG0117620.DNAB12,587621,MC116,CellLine,WG0117620,5745167013_r03c01_grn.idat,5745167013_r03c01_red.idat
5745167014_R01C01,Unk39,5745167014,r01c01,_ega-box-147_5745167014_r01c01,WG0117617.DNAE02,587736,HT144,CellLine,WG0117617,5745167014_r01c01_grn.idat,5745167014_r01c01_red.idat
5745167014_R04C01,Unk40,5745167014,r04c01,_ega-box-147_5745167014_r04c01,WG0117617.DNAH02,587739,MDA-MB-435,CellLine,WG0117617,5745167014_r04c01_grn.idat,5745167014_r04c01_red.idat
5745167015_R02C01,Unk41,5745167015,r02c01,_ega-box-147_5745167015_r02c01,WG0117613.DNAC03,587031,SNU-601,CellLine,WG0117613,5745167015_r02c01_grn.idat,5745167015_r02c01_red.idat
5745167016_R01C01,Unk42,5745167016,r01c01,_ega-box-147_5745167016_r01c01,WG0117620.DNAA07,587554,NCI-H1435,CellLine,WG0117620,5745167016_r01c01_grn.idat,5745167016_r01c01_red.idat
5745167016_R02C01,Unk43,5745167016,r02c01,_ega-box-147_5745167016_r02c01,WG0117620.DNAC07,587556,NCI-H1568,CellLine,WG0117620,5745167016_r02c01_grn.idat,5745167016_r02c01_red.idat
5745167016_R04C01,Unk44,5745167016,r04c01,_ega-box-147_5745167016_r04c01,WG0117620.DNAD07,587557,NCI-H1650,CellLine,WG0117620,5745167016_r04c01_grn.idat,5745167016_r04c01_red.idat
5745167019_R01C01,Unk45,5745167019,r01c01,_ega-box-147_5745167019_r01c01,WG0117620.DNAA11,587613,GRANTA-519,CellLine,WG0117620,5745167019_r01c01_grn.idat,5745167019_r01c01_red.idat
5745167019_R02C01,Unk46,5745167019,r02c01,_ega-box-147_5745167019_r02c01,WG0117620.DNAC11,587615,HS-Sultan,CellLine,WG0117620,5745167019_r02c01_grn.idat,5745167019_r02c01_red.idat
5745167019_R04C01,Unk47,5745167019,r04c01,_ega-box-147_5745167019_r04c01,WG0117620.DNAD11,587616,HT,CellLine,WG0117620,5745167019_r04c01_grn.idat,5745167019_r04c01_red.idat
5745167021_R02C01,Unk48,5745167021,r02c01,_ega-box-147_5745167021_r02c01,WG0117620.DNAG01,587495,COLO678,CellLine,WG0117620,5745167021_r02c01_grn.idat,5745167021_r02c01_red.idat
5745167021_R04C01,Unk49,5745167021,r04c01,_ega-box-147_5745167021_r04c01,WG0117620.DNAH01,587496,CX-1,CellLine,WG0117620,5745167021_r04c01_grn.idat,5745167021_r04c01_red.idat
5745167024_R01C01,Unk50,5745167024,r01c01,_ega-box-147_5745167024_r01c01,WG0117620.DNAE05,587529,EBC-1,CellLine,WG0117620,5745167024_r01c01_grn.idat,5745167024_r01c01_red.idat
5745167024_R02C01,Unk51,5745167024,r02c01,_ega-box-147_5745167024_r02c01,WG0117620.DNAG05,587534,H1355,CellLine,WG0117620,5745167024_r02c01_grn.idat,5745167024_r02c01_red.idat
5745167024_R03C01,Unk52,5745167024,r03c01,_ega-box-147_5745167024_r03c01,WG0117620.DNAF05,587533,EKVX,CellLine,WG0117620,5745167024_r03c01_grn.idat,5745167024_r03c01_red.idat
5745167024_R04C01,Unk53,5745167024,r04c01,_ega-box-147_5745167024_r04c01,WG0117620.DNAH05,587535,H1373,CellLine,WG0117620,5745167024_r04c01_grn.idat,5745167024_r04c01_red.idat
5745167025_R03C01,Unk54,5745167025,r03c01,_ega-box-147_5745167025_r03c01,WG0117620.DNAB04,587514,SW403,CellLine,WG0117620,5745167025_r03c01_grn.idat,5745167025_r03c01_red.idat
5745167027_R02C01,Unk55,5745167027,r02c01,_ega-box-147_5745167027_r02c01,WG0117613.DNAC01,587006,NCI-N87,CellLine,WG0117613,5745167027_r02c01_grn.idat,5745167027_r02c01_red.idat
5745167027_R04C01,Unk56,5745167027,r04c01,_ega-box-147_5745167027_r04c01,WG0117613.DNAD01,587007,SNU-1,CellLine,WG0117613,5745167027_r04c01_grn.idat,5745167027_r04c01_red.idat
5745167033_R01C01,Unk57,5745167033,r01c01,_ega-box-147_5745167033_r01c01,WG0117613.DNAE02,587021,NUGC-2,CellLine,WG0117613,5745167033_r01c01_grn.idat,5745167033_r01c01_red.idat
5745167033_R02C01,Unk58,5745167033,r02c01,_ega-box-147_5745167033_r02c01,WG0117613.DNAG02,587023,NUGC-4,CellLine,WG0117613,5745167033_r02c01_grn.idat,5745167033_r02c01_red.idat
5745167033_R04C01,Unk59,5745167033,r04c01,_ega-box-147_5745167033_r04c01,WG0117613.DNAH02,587024,RERF-GC-1B,CellLine,WG0117613,5745167033_r04c01_grn.idat,5745167033_r04c01_red.idat
5745167038_R02C01,Unk60,5745167038,r02c01,_ega-box-147_5745167038_r02c01,WG0117620.DNAC09,587596,RERF-LC-MS,CellLine,WG0117620,5745167038_r02c01_grn.idat,5745167038_r02c01_red.idat
5745167038_R04C01,Unk61,5745167038,r04c01,_ega-box-147_5745167038_r04c01,WG0117620.DNAD09,587598,SK-MES-1,CellLine,WG0117620,5745167038_r04c01_grn.idat,5745167038_r04c01_red.idat
5745167040_R02C01,Unk62,5745167040,r02c01,_ega-box-147_5745167040_r02c01,WG0117620.DNAC05,587527,Calu-3,CellLine,WG0117620,5745167040_r02c01_grn.idat,5745167040_r02c01_red.idat
5745167041_R02C01,Unk63,5745167041,r02c01,_ega-box-147_5745167041_r02c01,WG0117620.DNAG09,587603,A4/Fukada,CellLine,WG0117620,5745167041_r02c01_grn.idat,5745167041_r02c01_red.idat
5745167041_R03C01,Unk64,5745167041,r03c01,_ega-box-147_5745167041_r03c01,WG0117620.DNAF09,587602,A3/Kawakami,CellLine,WG0117620,5745167041_r03c01_grn.idat,5745167041_r03c01_red.idat
5745167041_R04C01,Unk65,5745167041,r04c01,_ega-box-147_5745167041_r04c01,WG0117620.DNAH09,587604,BJAB,CellLine,WG0117620,5745167041_r04c01_grn.idat,5745167041_r04c01_red.idat
5745167042_R01C01,Unk66,5745167042,r01c01,_ega-box-147_5745167042_r01c01,WG0117617.DNAE03,587744,Skmel2,CellLine,WG0117617,5745167042_r01c01_grn.idat,5745167042_r01c01_red.idat
5745167042_R02C01,Unk67,5745167042,r02c01,_ega-box-147_5745167042_r02c01,WG0117617.DNAG03,587746,UAC257,CellLine,WG0117617,5745167042_r02c01_grn.idat,5745167042_r02c01_red.idat
5745167042_R03C01,Unk68,5745167042,r03c01,_ega-box-147_5745167042_r03c01,WG0117617.DNAF03,587745,Skmel5,CellLine,WG0117617,5745167042_r03c01_grn.idat,5745167042_r03c01_red.idat
5745167043_R01C01,Unk69,5745167043,r01c01,_ega-box-147_5745167043_r01c01,WG0117620.DNAE07,587559,NCI-H1666,CellLine,WG0117620,5745167043_r01c01_grn.idat,5745167043_r01c01_red.idat
5745167043_R02C01,Unk70,5745167043,r02c01,_ega-box-147_5745167043_r02c01,WG0117620.DNAG07,587563,NCI-H1793,CellLine,WG0117620,5745167043_r02c01_grn.idat,5745167043_r02c01_red.idat
5745167043_R04C01,Unk71,5745167043,r04c01,_ega-box-147_5745167043_r04c01,WG0117620.DNAH07,587564,NCI-H1838,CellLine,WG0117620,5745167043_r04c01_grn.idat,5745167043_r04c01_red.idat
5745167056_R02C01,Unk72,5745167056,r02c01,_ega-box-147_5745167056_r02c01,WG0117617.DNAC03,587742,SK-MEL-28,CellLine,WG0117617,5745167056_r02c01_grn.idat,5745167056_r02c01_red.idat
5745167057_R02C01,Unk73,5745167057,r02c01,_ega-box-147_5745167057_r02c01,WG0117617.DNAG01,587730,C32,CellLine,WG0117617,5745167057_r02c01_grn.idat,5745167057_r02c01_red.idat
5745167057_R04C01,Unk74,5745167057,r04c01,_ega-box-147_5745167057_r04c01,WG0117617.DNAH01,587731,COLO 829,CellLine,WG0117617,5745167057_r04c01_grn.idat,5745167057_r04c01_red.idat
5745781005_R01C01,Unk75,5745781005,r01c01,_ega-box-147_5745781005_r01c01,WG0117613.DNAE01,587008,SNU-5,CellLine,WG0117613,5745781005_r01c01_grn.idat,5745781005_r01c01_red.idat
5745781005_R02C01,Unk76,5745781005,r02c01,_ega-box-147_5745781005_r02c01,WG0117613.DNAG01,587010,Hs 746T,CellLine,WG0117613,5745781005_r02c01_grn.idat,5745781005_r02c01_red.idat
5745781005_R03C01,Unk77,5745781005,r03c01,_ega-box-147_5745781005_r03c01,WG0117613.DNAF01,587009,SNU-16,CellLine,WG0117613,5745781005_r03c01_grn.idat,5745781005_r03c01_red.idat
5745781005_R04C01,Unk78,5745781005,r04c01,_ega-box-147_5745781005_r04c01,WG0117613.DNAH01,587011,23132/87,CellLine,WG0117613,5745781005_r04c01_grn.idat,5745781005_r04c01_red.idat
5745781018_R01C01,Unk79,5745781018,r01c01,_ega-box-147_5745781018_r01c01,WG0117613.DNAA02,587012,GTL-16,CellLine,WG0117613,5745781018_r01c01_grn.idat,5745781018_r01c01_red.idat
5745781018_R02C01,Unk80,5745781018,r02c01,_ega-box-147_5745781018_r02c01,WG0117613.DNAC02,587019,MKN-1,CellLine,WG0117613,5745781018_r02c01_grn.idat,5745781018_r02c01_red.idat
5745781018_R03C01,Unk81,5745781018,r03c01,_ega-box-147_5745781018_r03c01,WG0117613.DNAB02,587017,OCUM-1,CellLine,WG0117613,5745781018_r03c01_grn.idat,5745781018_r03c01_red.idat
5745781018_R04C01,Unk82,5745781018,r04c01,_ega-box-147_5745781018_r04c01,WG0117613.DNAD02,587020,MKN-74,CellLine,WG0117613,5745781018_r04c01_grn.idat,5745781018_r04c01_red.idat
5745781021_R02C01,Unk83,5745781021,r02c01,_ega-box-147_5745781021_r02c01,WG0117620.DNAG03,587511,SW1116,CellLine,WG0117620,5745781021_r02c01_grn.idat,5745781021_r02c01_red.idat
5745781021_R03C01,Unk84,5745781021,r03c01,_ega-box-147_5745781021_r03c01,WG0117620.DNAF03,587510,SK-CO-1,CellLine,WG0117620,5745781021_r03c01_grn.idat,5745781021_r03c01_red.idat
5745781025_R01C01,Unk85,5745781025,r01c01,_ega-box-147_5745781025_r01c01,WG0117620.DNAA08,587565,NCI-H1944,CellLine,WG0117620,5745781025_r01c01_grn.idat,5745781025_r01c01_red.idat
5745781025_R02C01,Unk86,5745781025,r02c01,_ega-box-147_5745781025_r02c01,WG0117620.DNAC08,587569,NCI-H2030,CellLine,WG0117620,5745781025_r02c01_grn.idat,5745781025_r02c01_red.idat
5745781025_R04C01,Unk87,5745781025,r04c01,_ega-box-147_5745781025_r04c01,WG0117620.DNAD08,587571,NCI-H2106,CellLine,WG0117620,5745781025_r04c01_grn.idat,5745781025_r04c01_red.idat
5745781026_R02C01,Unk88,5745781026,r02c01,_ega-box-147_5745781026_r02c01,WG0117620.DNAC03,587507,MDST8,CellLine,WG0117620,5745781026_r02c01_grn.idat,5745781026_r02c01_red.idat
5745781026_R04C01,Unk89,5745781026,r04c01,_ega-box-147_5745781026_r04c01,WG0117620.DNAD03,587508,RKO,CellLine,WG0117620,5745781026_r04c01_grn.idat,5745781026_r04c01_red.idat
5745781027_R01C01,Unk90,5745781027,r01c01,_ega-box-147_5745781027_r01c01,WG0117613.DNAA04,587521,MKN-45,CellLine,WG0117613,5745781027_r01c01_grn.idat,5745781027_r01c01_red.idat
5745781027_R02C01,Unk91,5745781027,r02c01,_ega-box-147_5745781027_r02c01,WG0117613.DNAC04,587026,FU97,CellLine,WG0117613,5745781027_r02c01_grn.idat,5745781027_r02c01_red.idat
5745781027_R03C01,Unk92,5745781027,r03c01,_ega-box-147_5745781027_r03c01,WG0117613.DNAB04,587522,OKAJIMA,CellLine,WG0117613,5745781027_r03c01_grn.idat,5745781027_r03c01_red.idat
5745781027_R04C01,Unk93,5745781027,r04c01,_ega-box-147_5745781027_r04c01,WG0117613.DNAD04,587027,IM95,CellLine,WG0117613,5745781027_r04c01_grn.idat,5745781027_r04c01_red.idat
5745781044_R01C01,Unk94,5745781044,r01c01,_ega-box-147_5745781044_r01c01,WG0117617.DNAA04,587804,CHL-1,CellLine,WG0117617,5745781044_r01c01_grn.idat,5745781044_r01c01_red.idat
5745781051_R02C01,Unk95,5745781051,r02c01,_ega-box-147_5745781051_r02c01,WG0117617.DNAA11,588263,U-2 OS (parental),CellLine,WG0117617,5745781051_r02c01_grn.idat,5745781051_r02c01_red.idat
5745781059_R01C01,Unk96,5745781059,r01c01,_ega-box-147_5745781059_r01c01,WG0117620.DNAE08,587577,NCI-H23,CellLine,WG0117620,5745781059_r01c01_grn.idat,5745781059_r01c01_red.idat
5745781060_R02C01,Unk97,5745781060,r02c01,_ega-box-147_5745781060_r02c01,WG0117620.DNAG04,587519,T84,CellLine,WG0117620,5745781060_r02c01_grn.idat,5745781060_r02c01_red.idat
5745781060_R03C01,Unk98,5745781060,r03c01,_ega-box-147_5745781060_r03c01,WG0117620.DNAF04,587518,SW948,CellLine,WG0117620,5745781060_r03c01_grn.idat,5745781060_r03c01_red.idat
5745781060_R04C01,Unk99,5745781060,r04c01,_ega-box-147_5745781060_r04c01,WG0117620.DNAH04,587523,A-427,CellLine,WG0117620,5745781060_r04c01_grn.idat,5745781060_r04c01_red.idat
5745896012_R01C01,Unk100,5745896012,r01c01,_ega-box-147_5745896012_r01c01,WG0117617.DNAB03,587741,RPMI-7951,CellLine,WG0117617,5745896012_r01c01_grn.idat,5745896012_r01c01_red.idat
5745896025_R01C01,Unk101,5745896025,r01c01,_ega-box-147_5745896025_r01c01,WG0117611.DNAC02,586995,IPC298,CellLine,WG0117611,5745896025_r01c01_grn.idat,5745896025_r01c01_red.idat
5745896025_R02C01,Unk102,5745896025,r02c01,_ega-box-147_5745896025_r02c01,WG0117611.DNAD10,587470,MDA-MB-231,CellLine,WG0117611,5745896025_r02c01_grn.idat,5745896025_r02c01_red.idat
5745896025_R03C01,Unk103,5745896025,r03c01,_ega-box-147_5745896025_r03c01,WG0117611.DNAC10,587469,MDA-MB-157,CellLine,WG0117611,5745896025_r03c01_grn.idat,5745896025_r03c01_red.idat
5745896025_R04C01,Unk104,5745896025,r04c01,_ega-box-147_5745896025_r04c01,WG0117613.DNAB01,587005,AGS,CellLine,WG0117613,5745896025_r04c01_grn.idat,5745896025_r04c01_red.idat
5745896026_R04C01,Unk105,5745896026,r04c01,_ega-box-147_5745896026_r04c01,WG0117620.DNAD05,587528,Calu-6,CellLine,WG0117620,5745896026_r04c01_grn.idat,5745896026_r04c01_red.idat
5745896050_R01C01,Unk106,5745896050,r01c01,_ega-box-147_5745896050_r01c01,WG0117613.DNAF02,587022,NUGC-3,CellLine,WG0117613,5745896050_r01c01_grn.idat,5745896050_r01c01_red.idat
5745896050_R04C01,Unk107,5745896050,r04c01,_ega-box-147_5745896050_r04c01,WG0117614.DNAD06,587671,EF027,CellLine,WG0117614,5745896050_r04c01_grn.idat,5745896050_r04c01_red.idat
5745896053_R02C01,Unk108,5745896053,r02c01,_ega-box-147_5745896053_r02c01,WG0117614.DNAC01,587629,OCI-LY-7,CellLine,WG0117614,5745896053_r02c01_grn.idat,5745896053_r02c01_red.idat
5745896053_R03C01,Unk109,5745896053,r03c01,_ega-box-147_5745896053_r03c01,WG0117614.DNAB01,587628,OCI-Ly3,CellLine,WG0117614,5745896053_r03c01_grn.idat,5745896053_r03c01_red.idat
5745896053_R04C01,Unk110,5745896053,r04c01,_ega-box-147_5745896053_r04c01,WG0117614.DNAD01,587630,Pfeiffer,CellLine,WG0117614,5745896053_r04c01_grn.idat,5745896053_r04c01_red.idat
5745896058_R02C01,Unk111,5745896058,r02c01,_ega-box-147_5745896058_r02c01,WG0117620.DNAD12,587623,Namalwa,CellLine,WG0117620,5745896058_r02c01_grn.idat,5745896058_r02c01_red.idat
5745968008_R01C01,Unk112,5745968008,r01c01,_ega-box-147_5745968008_r01c01,WG0117614.DNAE01,587631,Raji,CellLine,WG0117614,5745968008_r01c01_grn.idat,5745968008_r01c01_red.idat
5745968008_R02C01,Unk113,5745968008,r02c01,_ega-box-147_5745968008_r02c01,WG0117614.DNAG01,587633,RC-K8,CellLine,WG0117614,5745968008_r02c01_grn.idat,5745968008_r02c01_red.idat
5745968008_R03C01,Unk114,5745968008,r03c01,_ega-box-147_5745968008_r03c01,WG0117614.DNAF01,587632,Ramos,CellLine,WG0117614,5745968008_r03c01_grn.idat,5745968008_r03c01_red.idat
5745968008_R04C01,Unk115,5745968008,r04c01,_ega-box-147_5745968008_r04c01,WG0117614.DNAH01,587634,REC-1,CellLine,WG0117614,5745968008_r04c01_grn.idat,5745968008_r04c01_red.idat
5745968009_R01C01,Unk116,5745968009,r01c01,_ega-box-147_5745968009_r01c01,WG0117614.DNAA02,587635,Ri-1,CellLine,WG0117614,5745968009_r01c01_grn.idat,5745968009_r01c01_red.idat
5745968009_R04C01,Unk117,5745968009,r04c01,_ega-box-147_5745968009_r04c01,WG0117614.DNAD02,587638,RL,CellLine,WG0117614,5745968009_r04c01_grn.idat,5745968009_r04c01_red.idat
5745968010_R01C01,Unk118,5745968010,r01c01,_ega-box-147_5745968010_r01c01,WG0117614.DNAE02,587639,Sc-1,CellLine,WG0117614,5745968010_r01c01_grn.idat,5745968010_r01c01_red.idat
5745968010_R02C01,Unk119,5745968010,r02c01,_ega-box-147_5745968010_r02c01,WG0117614.DNAG02,587641,SR-786,CellLine,WG0117614,5745968010_r02c01_grn.idat,5745968010_r02c01_red.idat
5745968010_R03C01,Unk120,5745968010,r03c01,_ega-box-147_5745968010_r03c01,WG0117614.DNAF02,587640,SCC-3,CellLine,WG0117614,5745968010_r03c01_grn.idat,5745968010_r03c01_red.idat
5745968010_R04C01,Unk121,5745968010,r04c01,_ega-box-147_5745968010_r04c01,WG0117614.DNAH02,587642,SU-DHL-1,CellLine,WG0117614,5745968010_r04c01_grn.idat,5745968010_r04c01_red.idat
5745968011_R01C01,Unk122,5745968011,r01c01,_ega-box-147_5745968011_r01c01,WG0117614.DNAA03,587643,SU-DHL-10,CellLine,WG0117614,5745968011_r01c01_grn.idat,5745968011_r01c01_red.idat
5745968011_R04C01,Unk123,5745968011,r04c01,_ega-box-147_5745968011_r04c01,WG0117614.DNAD03,587646,SU-DHL-16,CellLine,WG0117614,5745968011_r04c01_grn.idat,5745968011_r04c01_red.idat
5745976002_R02C01,Unk124,5745976002,r02c01,_ega-box-147_5745976002_r02c01,WG0117611.DNAC01,586986,a2780,CellLine,WG0117611,5745976002_r02c01_grn.idat,5745976002_r02c01_red.idat
5745976002_R04C01,Unk125,5745976002,r04c01,_ega-box-147_5745976002_r04c01,WG0117611.DNAD01,586988,COLO679,CellLine,WG0117611,5745976002_r04c01_grn.idat,5745976002_r04c01_red.idat
5745976003_R03C01,Unk126,5745976003,r03c01,_ega-box-147_5745976003_r03c01,WG0117611.DNAF01,586990,COLO800,CellLine,WG0117611,5745976003_r03c01_grn.idat,5745976003_r03c01_red.idat
5745976004_R03C01,Unk127,5745976004,r03c01,_ega-box-147_5745976004_r03c01,WG0117611.DNAB02,586994,HS852T,CellLine,WG0117611,5745976004_r03c01_grn.idat,5745976004_r03c01_red.idat
5745976004_R04C01,Unk128,5745976004,r04c01,_ega-box-147_5745976004_r04c01,WG0117611.DNAD02,586996,MEL-HO,CellLine,WG0117611,5745976004_r04c01_grn.idat,5745976004_r04c01_red.idat
5745976005_R03C01,Unk129,5745976005,r03c01,_ega-box-147_5745976005_r03c01,WG0117611.DNAF02,586998,SK-MEL-1,CellLine,WG0117611,5745976005_r03c01_grn.idat,5745976005_r03c01_red.idat
5745976006_R01C01,Unk130,5745976006,r01c01,_ega-box-147_5745976006_r01c01,WG0117611.DNAA03,587001,SK-MEL-30,CellLine,WG0117611,5745976006_r01c01_grn.idat,5745976006_r01c01_red.idat
